generation,leftchild,rightchild,abstime,betainit,betashift
1200001,Galago_matschiei,Tarsius_dianae,0,0.0713229,-0.0313327
1200001,Galago_matschiei,Daubentonia_madagascariensis,9.45442,0.0728984,-0.00258029
1200001,Macaca_sylvanus,Macaca_tonkeana,55.9987,0.212165,-0.0719769
1200001,Pongo_pygmaeus,Trachypithecus_geei,14.8557,0.823415,-0.0759064
1300001,Galago_matschiei,Tarsius_dianae,0,0.144446,-0.0345811
1300001,Galago_matschiei,Daubentonia_madagascariensis,2.05397,0.0924121,-0.00607712
1300001,Mandrillus_sphinx,Macaca_sylvanus,54.3471,0.0972592,-0.00216703
1400001,Galago_matschiei,Tarsius_dianae,0,0.0987803,-0.0317559
1400001,Galago_matschiei,Daubentonia_madagascariensis,5.60882,0.126091,-0.0123519
1400001,Callithrix_pygmaea,NA,62.5127,0.255801,-0.026856
1400001,Mandrillus_sphinx,Macaca_sylvanus,54.9956,0.213261,-0.0743567
1500001,Galago_matschiei,Tarsius_dianae,0,0.0975057,-0.0298029
1500001,Daubentonia_madagascariensis,NA,46.9005,1.85456,-0.33555
1500001,Galago_matschiei,Daubentonia_madagascariensis,5.17056,0.361479,-0.0361888
1500001,Macaca_sylvanus,Macaca_tonkeana,56.4418,0.221813,-0.100292
1500001,Miopithecus_talapoin,NA,61.0396,1.48806,-0.141889
1600001,Galago_matschiei,Tarsius_dianae,0,0.0798674,-0.0265029
1600001,Microcebus_coquereli,Microcebus_rufus,58.8943,0.208454,-0.281345
1600001,Galago_matschiei,Daubentonia_madagascariensis,9.36222,0.142169,-0.0244368
1600001,Macaca_tonkeana,Macaca_arctoides,58.7899,0.162067,-0.0428858
1700001,Galago_matschiei,Tarsius_dianae,0,0.0790642,-0.0254987
1700001,Galago_matschiei,Daubentonia_madagascariensis,11.2448,0.104585,-0.0114034
1700001,Callimico_goeldii,NA,58.8162,0.243452,-0.324325
1700001,Callithrix_pygmaea,Callithrix_humeralifera,54.6123,0.685941,-0.0115246
1700001,Mandrillus_sphinx,Macaca_sylvanus,55.2383,0.150303,-0.100431
1800001,Galago_matschiei,Tarsius_dianae,0,0.0825015,-0.0247599
1800001,Galago_matschiei,Daubentonia_madagascariensis,3.60894,0.172523,-0.0190454
1800001,Callithrix_pygmaea,NA,63.5776,0.486511,-0.16865
1800001,Mandrillus_sphinx,Macaca_sylvanus,53.9519,0.242771,-0.0825729
1900001,Galago_matschiei,Tarsius_dianae,0,0.0516519,-0.0194252
1900001,Galago_matschiei,Daubentonia_madagascariensis,3.91613,0.357571,-0.0281718
1900001,Macaca_sylvanus,Macaca_tonkeana,56.5532,0.892062,-0.269928
1900001,Miopithecus_talapoin,NA,61.1309,1.58126,-0.150849
2000001,Galago_matschiei,Tarsius_dianae,0,0.0693341,-0.0219277
2000001,Galago_matschiei,Daubentonia_madagascariensis,11.2411,0.287933,-0.0302774
2000001,Macaca_tonkeana,Macaca_arctoides,58.6536,0.348623,-0.0923302
2100001,Galago_matschiei,Tarsius_dianae,0,0.0596374,-0.018911
2100001,Microcebus_coquereli,NA,62.2454,0.679017,-0.213868
2100001,Galago_matschiei,Daubentonia_madagascariensis,10.3215,0.489951,-0.0449784
2100001,Trachypithecus_cristatus,Trachypithecus_pileatus,62.7631,0.0939602,-0.0627822
2100001,Macaca_sylvanus,Macaca_tonkeana,56.4017,1.01044,-0.274537
2200001,Galago_matschiei,Tarsius_dianae,0,0.0770359,-0.0232424
2200001,Galago_matschiei,Daubentonia_madagascariensis,1.16168,0.189649,-0.0144239
2200001,Callicebus_modestus,Callicebus_personatus,49.311,0.0255537,-0.118737
2200001,Avahi_laniger,NA,57.756,0.0064999,-0.0252296
2200001,Mandrillus_sphinx,Allenopithecus_nigroviridis,50.0754,0.222649,-0.099902
2300001,Galago_matschiei,Tarsius_dianae,0,0.0677418,-0.0249848
2300001,Galago_matschiei,Daubentonia_madagascariensis,2.04671,0.181994,-0.0228473
2300001,Mandrillus_sphinx,Allenopithecus_nigroviridis,49.2719,0.286198,-0.106203
2400001,Galago_matschiei,Tarsius_dianae,0,0.0691515,-0.0265704
2400001,Galago_matschiei,Daubentonia_madagascariensis,7.77506,0.199778,-0.0235687
2400001,Callicebus_hoffmannsi,Callicebus_brunneus,59.8482,0.0544698,-0.0316822
2400001,Presbytis_comata,Presbytis_frontata,64.4547,0.368964,-0.344668
2400001,Mandrillus_sphinx,Allenopithecus_nigroviridis,49.5367,0.0434072,-0.00721844
2500001,Galago_matschiei,Tarsius_dianae,0,0.119124,-0.0318234
2500001,Galago_matschiei,Daubentonia_madagascariensis,5.44441,0.186324,-0.024197
2500001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.5057,0.128011,-0.0446508
2600001,Galago_matschiei,Tarsius_dianae,0,0.20905,-0.0482001
2600001,Galago_matschiei,Daubentonia_madagascariensis,3.0363,0.19117,-0.0238433
2600001,Callithrix_pygmaea,Callithrix_flaviceps,52.6297,0.330372,-0.200927
2600001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.817,0.131433,-0.0491608
2700001,Galago_matschiei,Tarsius_dianae,0,0.18259,-0.045801
2700001,Galago_matschiei,Daubentonia_madagascariensis,10.6937,0.211634,-0.0200633
2700001,Callithrix_pygmaea,NA,61.7095,0.724073,-0.0987807
2700001,Mandrillus_sphinx,Macaca_sylvanus,55.6138,0.245916,-0.10796
2700001,Pongo_pygmaeus,Trachypithecus_geei,24.9723,0.46254,-0.0806549
2800001,Galago_matschiei,Tarsius_dianae,0,0.197889,-0.0535415
2800001,Galago_matschiei,Daubentonia_madagascariensis,4.72868,0.257931,-0.0231434
2800001,Cebus_capucinus,Cebus_albifrons,61.7935,0.178693,-0.118363
2800001,Callithrix_pygmaea,NA,63.8828,0.240342,-0.188997
2800001,Mandrillus_sphinx,Macaca_sylvanus,54.6073,0.569074,-0.230873
2800001,Pongo_pygmaeus,Trachypithecus_geei,16.9131,0.453657,-0.067256
2900001,Galago_matschiei,Tarsius_dianae,0,0.246775,-0.055432
2900001,Galago_matschiei,Daubentonia_madagascariensis,2.29276,0.206468,-0.024676
2900001,Callithrix_pygmaea,NA,61.9417,0.241357,-0.0140749
2900001,Mandrillus_sphinx,Macaca_sylvanus,54.7574,0.542244,-0.190039
2900001,Pongo_pygmaeus,Trachypithecus_geei,21.3139,0.476736,-0.0770826
3000001,Galago_matschiei,Tarsius_dianae,0,0.098214,-0.0445924
3000001,Galago_matschiei,Daubentonia_madagascariensis,11.8316,0.876297,-0.0508079
3000001,Cebus_capucinus,Cebus_albifrons,60.4014,5.05083,-0.397327
3000001,Callithrix_pygmaea,NA,64.6599,0.375596,-0.00293825
3000001,Macaca_sylvanus,Macaca_tonkeana,56.4561,0.259711,-0.137678
3000001,Pongo_pygmaeus,Trachypithecus_geei,14.379,0.533722,-0.065579
3100001,Galago_matschiei,Tarsius_dianae,0,0.242122,-0.0445924
3100001,Galago_matschiei,Daubentonia_madagascariensis,8.06965,0.493743,-0.0459125
3100001,Callithrix_pygmaea,NA,63.4155,1.19373,-0.0538284
3100001,Macaca_tonkeana,Macaca_arctoides,57.6611,1.07951,-0.352656
3100001,Cercopithecus_nictitans,NA,64.3781,0.109947,-0.00426244
3200001,Galago_matschiei,Tarsius_dianae,0,0.142134,-0.0470362
3200001,Daubentonia_madagascariensis,Lepilemur_mustelinus,23.4703,0.343908,-0.0512302
3200001,Galago_matschiei,Daubentonia_madagascariensis,6.15234,3.08904,-0.0667932
3200001,Cebus_olivaceus,Cebus_capucinus,54.2186,1.27932,-0.122852
3200001,Callithrix_pygmaea,NA,63.33,3.11162,-0.231581
3200001,Procolobus_preussi,Procolobus_verus,60.1067,0.248294,-0.275476
3200001,Macaca_tonkeana,Macaca_arctoides,57.9784,0.374066,-0.16357
3200001,Pongo_pygmaeus,Trachypithecus_geei,16.1009,0.305192,-0.0598391
3300001,Galago_matschiei,Tarsius_dianae,0,0.201585,-0.051183
3300001,Microcebus_coquereli,NA,63.5582,0.581869,-0.0581944
3300001,Galago_matschiei,Daubentonia_madagascariensis,10.9321,2.07362,-0.0684877
3300001,Pithecia_pithecia,NA,64.2849,0.306019,-0.02519
3300001,Callithrix_pygmaea,NA,63.8074,2.81535,-0.207015
3300001,Mandrillus_sphinx,Macaca_sylvanus,54.9046,0.635126,-0.201514
3300001,Pongo_pygmaeus,Trachypithecus_geei,24.3414,0.189564,-0.0578142
3400001,Galago_matschiei,Tarsius_dianae,0,0.302594,-0.0519553
3400001,Galago_matschiei,Daubentonia_madagascariensis,5.76569,0.733283,-0.0496454
3400001,Cebus_olivaceus,NA,63.9117,0.583509,-0.125101
3400001,Macaca_sylvanus,Macaca_tonkeana,57.4388,0.116939,-0.0190962
3400001,Pongo_pygmaeus,Trachypithecus_geei,14.3982,0.470773,-0.0647731
3500001,Galago_matschiei,Tarsius_dianae,0,0.220696,-0.0519553
3500001,Galago_matschiei,Daubentonia_madagascariensis,5.97501,0.547885,-0.041517
3500001,Tarsius_dianae,Tarsius_syrichta,21.1511,0.118625,-0.0292556
3500001,Callithrix_pygmaea,NA,62.3895,1.01477,-0.383679
3500001,Macaca_sylvanus,Macaca_tonkeana,56.225,0.204423,-0.0546684
3500001,Pongo_pygmaeus,Trachypithecus_geei,25.9307,0.294624,-0.0743083
3600001,Galago_matschiei,Tarsius_dianae,0,0.260857,-0.0505658
3600001,Galago_matschiei,Daubentonia_madagascariensis,12.7958,0.243753,-0.0350985
3600001,Callithrix_pygmaea,NA,63.2124,1.25552,-0.279823
3600001,Macaca_sylvanus,Macaca_tonkeana,55.9588,0.127557,-0.00405247
3600001,Pongo_pygmaeus,Trachypithecus_geei,27.236,0.484301,-0.0909956
3700001,Galago_matschiei,Tarsius_dianae,0,0.133522,-0.0478385
3700001,Galago_matschiei,Daubentonia_madagascariensis,8.1399,0.279405,-0.0282149
3700001,Cebus_olivaceus,Cebus_capucinus,46.1786,0.319152,-0.136096
3700001,Callithrix_pygmaea,NA,62.207,1.33281,-0.223411
3700001,Macaca_sylvanus,NA,59.6194,0.210041,-0.0255959
3700001,Macaca_sylvanus,Macaca_tonkeana,55.9971,0.141671,-0.00568023
3700001,Pongo_pygmaeus,Trachypithecus_geei,21.819,0.504979,-0.0794203
3800001,Galago_matschiei,Tarsius_dianae,0,0.188319,-0.0507664
3800001,Galago_matschiei,Daubentonia_madagascariensis,5.38931,0.141864,-0.0150706
3800001,Callithrix_pygmaea,NA,61.6033,1.91628,-0.210329
3800001,Pongo_pygmaeus,Trachypithecus_geei,24.5843,0.240517,-0.0511491
3900001,Galago_matschiei,Tarsius_dianae,0,0.200411,-0.0516855
3900001,Galago_matschiei,Daubentonia_madagascariensis,3.12666,0.193308,-0.0226138
3900001,Callithrix_pygmaea,NA,63.486,0.510508,-0.250971
3900001,Saguinus_leucopus,NA,64.7843,0.0324511,-0.0300638
3900001,Pongo_pygmaeus,Trachypithecus_geei,13.887,0.723033,-0.0577229
4000001,Galago_matschiei,Tarsius_dianae,0,0.379328,-0.0613764
4000001,Galago_matschiei,Daubentonia_madagascariensis,12.0618,0.279817,-0.0348736
4000001,Callithrix_pygmaea,NA,64.5717,1.04335,-0.0639173
4000001,Mandrillus_sphinx,Macaca_sylvanus,55.0025,0.102116,-0.0188235
4000001,Pongo_pygmaeus,Trachypithecus_geei,18.531,0.732887,-0.0438371
4000001,Pongo_pygmaeus,Trachypithecus_geei,24.1942,0.0828129,-0.0326739
4100001,Galago_matschiei,Tarsius_dianae,0,0.441382,-0.0605043
4100001,Allocebus_trichotis,Microcebus_coquereli,53.6971,0.284574,-0.044694
4100001,Galago_matschiei,Daubentonia_madagascariensis,12.7216,0.249904,-0.0346655
4100001,Callithrix_pygmaea,NA,63.2174,0.335501,-0.140776
4100001,Macaca_tonkeana,Macaca_arctoides,57.6309,0.25267,-0.163361
4100001,Pongo_pygmaeus,Trachypithecus_geei,14.037,0.16802,-0.0397951
4200001,Galago_matschiei,Tarsius_dianae,0,0.903988,-0.0623991
4200001,Galago_matschiei,Daubentonia_madagascariensis,10.8253,0.507974,-0.0375135
4200001,Mandrillus_sphinx,Macaca_sylvanus,54.0314,0.232103,-0.0737124
4300001,Galago_matschiei,Tarsius_dianae,0,0.611186,-0.0598127
4300001,Microcebus_coquereli,Microcebus_rufus,59.6805,0.376122,-0.312977
4300001,Galago_matschiei,Daubentonia_madagascariensis,6.85957,0.605423,-0.0417871
4300001,Macaca_tonkeana,Macaca_arctoides,58.4669,0.196967,-0.0940382
4400001,Galago_matschiei,Tarsius_dianae,0,0.416118,-0.0601881
4400001,Galago_matschiei,Daubentonia_madagascariensis,3.46025,0.135368,-0.0154782
4400001,Macaca_tonkeana,Macaca_arctoides,57.6356,0.362444,-0.127724
4400001,Pongo_pygmaeus,Trachypithecus_geei,20.982,0.193426,-0.0456542
4500001,Galago_matschiei,Tarsius_dianae,0,0.578307,-0.0675452
4500001,Galago_matschiei,Daubentonia_madagascariensis,1.80066,0.2609,-0.0186048
4500001,Callithrix_pygmaea,NA,62.8043,0.777782,-0.202665
4500001,Mandrillus_sphinx,Macaca_sylvanus,54.8838,0.128143,-0.0442336
4500001,Pongo_pygmaeus,Trachypithecus_geei,27.0718,0.104848,-0.0482845
4600001,Galago_matschiei,Tarsius_dianae,0,0.765078,-0.0675062
4600001,Galago_matschiei,Daubentonia_madagascariensis,3.07158,0.15903,-0.0179697
4600001,Callithrix_pygmaea,NA,62.4922,0.314984,-0.276226
4600001,Macaca_sylvanus,Macaca_tonkeana,57.501,0.333383,-0.148124
4600001,Trachypithecus_geei,Mandrillus_sphinx,36.7188,0.232205,-0.090939
4700001,Galago_matschiei,Tarsius_dianae,0,0.683044,-0.0705893
4700001,Galago_matschiei,Daubentonia_madagascariensis,12.2303,0.125255,-0.0195324
4700001,Cebus_capucinus,Cebus_albifrons,60.2513,2.64087,-0.203651
4700001,Callithrix_pygmaea,NA,63.7513,0.790793,-0.534813
4700001,Mandrillus_sphinx,Lophocebus_albigena,57.7645,0.0249536,-0.0876722
4700001,Mandrillus_sphinx,Macaca_sylvanus,55.2207,1.86791,-0.327436
4700001,Pongo_pygmaeus,Trachypithecus_geei,23.3048,0.744339,-0.0930959
4800001,Galago_matschiei,Tarsius_dianae,0,0.890525,-0.073939
4800001,Galago_matschiei,Daubentonia_madagascariensis,3.42463,0.285384,-0.0159861
4800001,Callithrix_pygmaea,Callithrix_humeralifera,54.8308,0.634413,-0.217459
4800001,Mandrillus_sphinx,Macaca_sylvanus,55.7876,0.07566,-0.0118037
4800001,Miopithecus_talapoin,NA,61.0811,2.4063,-0.0436956
4800001,Trachypithecus_geei,Mandrillus_sphinx,38.5047,0.120935,-0.0767118
4900001,Galago_matschiei,Tarsius_dianae,0,0.772684,-0.0764431
4900001,Galago_matschiei,Daubentonia_madagascariensis,0.607852,0.106416,-0.00954423
4900001,Cebus_capucinus,Cebus_albifrons,64.2311,0.57358,-0.00862668
4900001,Callithrix_pygmaea,NA,63.8908,0.263242,-0.111926
4900001,Mandrillus_sphinx,Macaca_sylvanus,54.4891,0.162804,-0.0117623
4900001,Pongo_pygmaeus,Trachypithecus_geei,17.8893,0.168271,-0.0458248
5000001,Galago_matschiei,Tarsius_dianae,0,1.13918,-0.0803597
5000001,Galago_matschiei,Daubentonia_madagascariensis,9.52542,0.0845727,-0.00314133
5000001,Callithrix_pygmaea,NA,61.8269,0.417016,-0.313963
5000001,Macaca_tonkeana,Macaca_arctoides,58.4007,0.137547,-0.10944
5000001,Pongo_pygmaeus,Trachypithecus_geei,15.2762,0.101136,-0.0355299
5100001,Galago_matschiei,Tarsius_dianae,0,1.60762,-0.0803597
5100001,Galago_matschiei,Daubentonia_madagascariensis,9.98892,0.0458043,-0.00497112
5100001,Callithrix_pygmaea,Callithrix_flaviceps,51.7457,0.615541,-0.214938
5100001,Macaca_tonkeana,Macaca_arctoides,57.722,0.467799,-0.207021
5100001,Miopithecus_talapoin,NA,62.6123,1.15879,-0.0304251
5100001,Pongo_pygmaeus,Trachypithecus_geei,26.5775,0.0502282,-0.0309166
5200001,Galago_matschiei,Tarsius_dianae,0,0.856546,-0.0753079
5200001,Galago_matschiei,Daubentonia_madagascariensis,5.9733,0.134545,-0.0151446
5200001,Cebus_olivaceus,Cebus_capucinus,55.1191,0.0604022,-0.0280402
5200001,Callithrix_pygmaea,Callithrix_flaviceps,52.5792,0.0258612,-0.0247706
5200001,Mandrillus_sphinx,Macaca_sylvanus,55.3914,0.235962,-0.109043
5200001,Pongo_pygmaeus,Trachypithecus_geei,15.4922,0.152103,-0.0438989
5300001,Galago_matschiei,Tarsius_dianae,0,1.75047,-0.0807676
5300001,Galago_matschiei,Daubentonia_madagascariensis,0.340472,0.177349,-0.0160662
5300001,Macaca_tonkeana,Macaca_arctoides,58.4063,0.635364,-0.307156
5300001,Pongo_pygmaeus,Trachypithecus_geei,14.9562,0.205551,-0.0480798
5400001,Galago_matschiei,Tarsius_dianae,0,0.902218,-0.0684193
5400001,Galago_matschiei,Daubentonia_madagascariensis,4.20764,0.125498,-0.0136045
5400001,Hylobates_moloch,NA,64.2381,0.213979,-0.0579842
5400001,Macaca_sylvanus,Macaca_tonkeana,56.8188,0.280311,-0.111857
5400001,Pongo_pygmaeus,Trachypithecus_geei,14.416,0.349394,-0.053261
5500001,Galago_matschiei,Tarsius_dianae,0,0.618854,-0.074384
5500001,Galago_matschiei,Daubentonia_madagascariensis,12.0133,0.101281,-0.0152194
5500001,Cebus_capucinus,Cebus_albifrons,63.0549,0.0733273,-0.170742
5500001,Callithrix_pygmaea,NA,62.5539,0.368235,-0.120086
5500001,Mandrillus_sphinx,Macaca_sylvanus,55.7966,0.204859,-0.0572735
5500001,Pongo_pygmaeus,Trachypithecus_geei,20.6448,0.145236,-0.0459411
5600001,Galago_matschiei,Tarsius_dianae,0,0.606873,-0.0723678
5600001,Galago_matschiei,Daubentonia_madagascariensis,2.47997,0.0986344,-0.0149409
5600001,Cebus_capucinus,Cebus_albifrons,62.9962,0.041692,-0.244145
5600001,Callithrix_pygmaea,NA,62.5099,0.178172,-0.0173404
5600001,Mandrillus_sphinx,Macaca_sylvanus,54.8709,0.206377,-0.0897315
5600001,Pongo_pygmaeus,Trachypithecus_geei,19.3614,0.165758,-0.0507003
5700001,Galago_matschiei,Tarsius_dianae,0,1.11841,-0.081
5700001,Galago_matschiei,Daubentonia_madagascariensis,7.93652,0.0671386,-0.00349654
5700001,Callithrix_pygmaea,NA,63.8905,1.05979,-0.05644
5700001,Macaca_tonkeana,Macaca_arctoides,58.4394,0.610532,-0.1376
5700001,Miopithecus_talapoin,NA,59.7329,0.278044,-0.0737172
5700001,Pongo_pygmaeus,Trachypithecus_geei,14.4582,0.502535,-0.0588108
5800001,Galago_matschiei,Tarsius_dianae,0,1.09027,-0.0818
5800001,Galago_matschiei,Daubentonia_madagascariensis,9.4054,0.0774963,-0.00349654
5800001,Cebus_capucinus,Cebus_albifrons,62.7509,0.0576058,-0.101651
5800001,Callithrix_pygmaea,NA,63.0105,0.142882,-0.0839565
5800001,Mandrillus_sphinx,Macaca_sylvanus,54.6411,0.0750048,-0.0331201
5800001,Pongo_pygmaeus,Trachypithecus_geei,18.3236,0.252096,-0.0588108
5900001,Galago_matschiei,Tarsius_dianae,0,1.24008,-0.0842145
5900001,Galago_matschiei,Daubentonia_madagascariensis,7.82674,0.0830361,-0.00890133
5900001,Cebus_capucinus,Cebus_albifrons,59.338,0.456928,-0.43944
5900001,Callithrix_pygmaea,NA,61.6103,1.97994,-0.352806
5900001,Mandrillus_sphinx,Macaca_sylvanus,55.457,0.277479,-0.0717142
5900001,Pongo_pygmaeus,Trachypithecus_geei,20.4545,0.192959,-0.0597163
6000001,Galago_matschiei,Tarsius_dianae,0,0.581155,-0.0724062
6000001,Galago_matschiei,Daubentonia_madagascariensis,9.83406,0.168294,-0.0195403
6000001,Cebus_capucinus,Cebus_albifrons,64.8466,0.271839,-0.207191
6000001,Callithrix_pygmaea,NA,64.1909,0.178499,-0.315834
6000001,Macaca_sylvanus,Macaca_tonkeana,56.7127,0.343482,-0.197342
6000001,Pongo_pygmaeus,Trachypithecus_geei,14.2791,1.32631,-0.0907881
6100001,Galago_matschiei,Tarsius_dianae,0,0.634586,-0.0766882
6100001,Galago_matschiei,Daubentonia_madagascariensis,8.61236,0.0886131,-0.00760214
6100001,Cebus_capucinus,Cebus_albifrons,59.357,0.163415,-0.109005
6100001,Callithrix_pygmaea,NA,63.5127,0.690371,-0.124294
6100001,Macaca_tonkeana,Macaca_arctoides,58.0913,0.763489,-0.271719
6100001,Pongo_pygmaeus,Trachypithecus_geei,27.657,0.573509,-0.0950675
6200001,Galago_matschiei,Tarsius_dianae,0,0.624323,-0.0726477
6200001,Galago_matschiei,Daubentonia_madagascariensis,13.0808,0.0530899,-0.00104978
6200001,Cebus_capucinus,Cebus_albifrons,62.8363,1.2097,-0.346119
6200001,Callithrix_pygmaea,NA,63.3393,0.652364,-0.323213
6200001,Macaca_tonkeana,Macaca_arctoides,58.6799,0.241157,-0.108375
6200001,Pongo_pygmaeus,Trachypithecus_geei,28.9565,0.379613,-0.0846368
6300001,Galago_matschiei,Tarsius_dianae,0,0.684566,-0.0727561
6300001,Perodicticus_potto,Arctocebus_aureus,53.1929,0.0920317,-0.119345
6300001,Galago_matschiei,Daubentonia_madagascariensis,5.07874,0.0953302,-0.00633627
6300001,Alouatta_palliata,Alouatta_coibensis,55.8781,0.146027,-0.0689742
6300001,Callithrix_pygmaea,NA,61.8065,0.523785,-0.469583
6300001,Macaca_tonkeana,Macaca_arctoides,58.0524,0.190146,-0.109901
6300001,Pongo_pygmaeus,Trachypithecus_geei,27.6613,0.289609,-0.071222
6400001,Galago_matschiei,Tarsius_dianae,0,1.55724,-0.0773343
6400001,Galago_matschiei,Daubentonia_madagascariensis,5.73477,0.100365,-0.00777744
6400001,Callithrix_pygmaea,NA,62.146,2.28585,-0.010548
6400001,Macaca_sylvanus,Macaca_tonkeana,56.5726,2.71313,-0.272509
6400001,Pongo_pygmaeus,Trachypithecus_geei,31.0162,0.174807,-0.0588137
6500001,Galago_matschiei,Tarsius_dianae,0,1.50975,-0.0789937
6500001,Galago_matschiei,Perodicticus_potto,23.6524,0.0873599,-0.00332626
6500001,Galago_matschiei,Daubentonia_madagascariensis,5.85221,0.0855042,-0.0123333
6500001,Callithrix_pygmaea,NA,61.8543,0.827325,-0.357937
6500001,Mandrillus_sphinx,Macaca_sylvanus,54.832,0.244884,-0.0689347
6500001,Pongo_pygmaeus,Trachypithecus_geei,31.4329,0.177184,-0.0606522
6600001,Galago_matschiei,Tarsius_dianae,0,0.856818,-0.0789937
6600001,Galago_matschiei,Daubentonia_madagascariensis,5.94488,0.11248,-0.00968401
6600001,Cebus_capucinus,Cebus_albifrons,59.3824,0.477981,-0.314149
6600001,Callithrix_pygmaea,NA,63.7125,1.2893,-0.00598255
6600001,Macaca_sylvanus,Macaca_tonkeana,57.0096,0.319725,-0.139801
6600001,Pongo_pygmaeus,Trachypithecus_geei,14.0939,0.477927,-0.0613565
6700001,Galago_matschiei,Tarsius_dianae,0,0.760208,-0.0789937
6700001,Galago_matschiei,Daubentonia_madagascariensis,8.59614,0.103218,-0.0146691
6700001,Cebus_olivaceus,Cebus_capucinus,57.2402,0.11811,-0.0587408
6700001,Callithrix_pygmaea,NA,62.1331,1.3403,-0.247323
6700001,Macaca_tonkeana,Macaca_arctoides,58.4435,0.273898,-0.0937222
6700001,Pongo_pygmaeus,Trachypithecus_geei,22.3668,0.298296,-0.0709407
6800001,Galago_matschiei,Tarsius_dianae,0,0.931892,-0.0809787
6800001,Galago_matschiei,Daubentonia_madagascariensis,7.24638,0.174601,-0.0264712
6800001,Cebus_capucinus,Cebus_albifrons,64.6702,0.266843,-0.41106
6800001,Callithrix_pygmaea,NA,64.2091,2.96421,-0.326859
6800001,Macaca_sylvanus,Macaca_tonkeana,55.9169,0.112539,-0.00557702
6800001,Pongo_pygmaeus,Trachypithecus_geei,32.3185,0.225424,-0.0627492
6900001,Galago_matschiei,Tarsius_dianae,0,0.812666,-0.0821431
6900001,Galago_matschiei,Daubentonia_madagascariensis,11.7964,0.335149,-0.0362442
6900001,Cebus_olivaceus,Cebus_capucinus,48.5865,0.345179,-0.04509
6900001,Callithrix_pygmaea,NA,64.347,1.14336,-0.360356
6900001,Macaca_tonkeana,Macaca_arctoides,58.6805,0.126712,-0.0807255
